player.givenName,player.surname,team.name,goals,behinds,goalAccuracy,goalAssists,disposals,kicks,handballs,contestedPossessions,uncontestedPossessions,totalPossessions,tackles,intercepts,rebound50s,disposalEfficiency,clangers,metresGained,scoreInvolvements,bounces
Tom,Cole,West Coast Eagles,0,0,0.0,0,20,14,6,7,9,16,3,12,8,60.0,4,414,1,0
Jamie,Cripps,West Coast Eagles,2,0,100.0,0,8,6,2,3,5,8,4,1,1,62.5,3,231,2,0
Jack,Darling,West Coast Eagles,2,0,100.0,0,9,7,2,1,7,8,5,0,1,77.8,4,178,2,0
Liam,Duggan,West Coast Eagles,0,0,0.0,1,26,22,4,4,16,20,1,3,8,73.1,0,586,2,0
Harry,Edwards,West Coast Eagles,0,0,0.0,0,9,5,4,8,3,11,2,9,3,66.7,1,107,0,0
Luke,Edwards,West Coast Eagles,0,0,0.0,0,9,8,1,2,7,9,4,0,1,77.8,1,125,1,0
Reuben,Ginbey,West Coast Eagles,0,0,0.0,0,12,5,7,5,6,11,4,2,2,66.7,6,166,1,0
Brady,Hough,West Coast Eagles,0,0,0.0,0,18,9,9,6,12,18,0,5,3,77.8,4,204,1,0
Jayden,Hunt,West Coast Eagles,0,0,0.0,0,10,7,3,2,7,9,2,1,0,70.0,2,206,1,0
Tim,Kelly,West Coast Eagles,0,1,0.0,0,18,11,7,7,11,18,2,2,2,55.6,6,390,1,0
Ryan,Maric,West Coast Eagles,1,0,100.0,0,10,7,3,4,6,10,0,0,2,60.0,4,148,3,0
Jeremy,McGovern,West Coast Eagles,0,0,0.0,1,18,13,5,9,6,15,2,9,6,66.7,3,418,3,0
Jack,Petruccelle,West Coast Eagles,1,1,50.0,1,14,13,1,2,12,14,10,2,2,78.6,5,466,3,2
Josh,Rotham,West Coast Eagles,0,0,0.0,0,8,5,3,2,6,8,1,3,1,87.5,1,91,1,0
Liam,Ryan,West Coast Eagles,1,0,100.0,0,5,4,1,2,3,5,2,1,1,80.0,1,123,1,1
Dom,Sheed,West Coast Eagles,0,0,0.0,0,6,2,4,4,2,6,4,0,0,33.3,1,82,1,0
Jake,Waterman,West Coast Eagles,4,0,80.0,1,15,13,2,3,10,13,1,2,0,80.0,1,336,7,0
Bailey J.,Williams,West Coast Eagles,0,0,0.0,0,5,4,1,4,2,6,2,1,3,20.0,4,109,1,0
Jack,Williams,West Coast Eagles,0,0,0.0,0,12,5,7,8,5,13,2,1,0,75.0,3,131,2,0
Alex,Witherden,West Coast Eagles,0,0,0.0,0,15,11,4,4,8,12,4,3,4,80.0,2,270,0,1
Elliot,Yeo,West Coast Eagles,1,1,50.0,2,19,9,10,18,1,19,8,1,1,68.4,3,316,4,1
Jordon,Butts,Adelaide Crows,0,0,0.0,0,10,8,2,4,6,10,0,7,6,80.0,1,192,2,0
Brayden,Cook,Adelaide Crows,1,0,100.0,0,4,4,0,2,2,4,2,1,1,100.0,0,90,1,0
Matt,Crouch,Adelaide Crows,0,0,0.0,0,28,10,18,11,16,27,7,3,3,85.7,1,260,8,0
Daniel,Curtin,Adelaide Crows,0,0,0.0,0,9,5,4,3,6,9,0,3,0,77.8,0,151,1,0
Jordan,Dawson,Adelaide Crows,0,0,0.0,1,24,19,5,8,13,21,5,3,2,54.2,4,594,5,1
Darcy,Fogarty,Adelaide Crows,2,1,66.7,0,14,9,5,7,7,14,4,0,0,78.6,3,239,4,0
Elliott,Himmelberg,Adelaide Crows,0,0,0.0,1,10,8,2,5,5,10,2,0,0,70.0,0,185,3,0
Mitchell,Hinge,Adelaide Crows,0,0,0.0,0,25,15,10,9,9,18,5,7,8,72.0,6,460,3,0
Chayce,Jones,Adelaide Crows,0,0,0.0,0,12,7,5,6,5,11,2,4,3,41.7,4,245,2,0
Mark,Keane,Adelaide Crows,0,0,0.0,0,17,11,6,6,9,15,1,10,6,64.7,5,223,1,0
Ben,Keays,Adelaide Crows,1,1,50.0,0,13,8,5,5,8,13,4,0,1,61.5,1,260,4,0
Rory,Laird,Adelaide Crows,0,0,0.0,0,27,10,17,9,17,26,7,5,1,70.4,4,290,2,0
Ned,McHenry,Adelaide Crows,1,0,100.0,1,13,7,6,4,10,14,1,2,0,76.9,2,128,3,0
Max,Michalanney,Adelaide Crows,0,0,0.0,1,15,13,2,3,12,15,6,4,4,100.0,0,276,2,0
Luke,Nankervis,Adelaide Crows,0,0,0.0,0,16,9,7,4,12,16,1,4,2,93.8,1,241,4,0
Reilly,O'Brien,Adelaide Crows,0,0,0.0,0,14,7,7,6,6,12,3,2,1,64.3,5,186,4,0
Josh,Rachele,Adelaide Crows,1,1,50.0,3,17,10,7,3,14,17,2,2,0,70.6,4,307,8,0
Izak,Rankine,Adelaide Crows,3,0,100.0,2,11,8,3,5,8,13,3,2,0,72.7,3,360,6,2
Lachlan,Sholl,Adelaide Crows,1,0,100.0,1,19,12,7,4,16,20,3,4,1,68.4,1,338,4,0
Brodie,Smith,Adelaide Crows,0,0,0.0,0,2,1,1,1,0,1,3,1,1,50.0,0,53,0,0
Jake,Soligo,Adelaide Crows,0,0,0.0,0,28,14,14,15,16,31,10,4,4,71.4,4,340,4,0
Taylor,Walker,Adelaide Crows,2,1,50.0,0,10,8,2,4,7,11,1,1,0,70.0,1,305,5,1
Josh,Worrell,Adelaide Crows,0,0,0.0,0,22,17,5,8,10,18,1,8,7,72.7,4,413,4,1
Miles,Bergman,Port Adelaide,0,0,0.0,0,20,16,4,7,13,20,5,5,4,90.0,1,587,3,0
Travis,Boak,Port Adelaide,0,3,0.0,0,16,10,6,4,13,17,5,4,2,56.3,1,343,8,0
Jase,Burgoyne,Port Adelaide,0,2,0.0,0,13,8,5,5,9,14,4,2,2,38.5,1,222,3,0
Ryan,Burton,Port Adelaide,0,0,0.0,0,15,12,3,2,11,13,1,3,2,66.7,2,459,1,0
Zak,Butters,Port Adelaide,0,0,0.0,0,33,17,16,16,18,34,5,5,3,63.6,5,624,5,6
Darcy,Byrne-Jones,Port Adelaide,0,1,0.0,0,17,8,9,7,7,14,0,2,0,58.8,4,128,6,0
Charlie,Dixon,Port Adelaide,1,1,50.0,0,15,11,4,9,6,15,1,1,0,40.0,8,247,5,0
Willem,Drew,Port Adelaide,0,0,0.0,0,19,7,12,6,13,19,3,1,0,57.9,3,190,4,0
Kane,Farrell,Port Adelaide,0,0,0.0,1,14,12,2,3,8,11,5,3,1,78.6,1,582,2,1
Mitch,Georgiades,Port Adelaide,0,1,0.0,0,12,4,8,5,8,13,1,1,0,58.3,3,99,2,0
Jason,Horne-Francis,Port Adelaide,2,1,50.0,1,15,10,5,12,4,16,1,3,0,60.0,4,327,7,3
Dan,Houston,Port Adelaide,0,0,0.0,1,20,10,10,6,13,19,2,6,2,90.0,1,282,4,0
Lachie,Jones,Port Adelaide,0,0,0.0,0,17,7,10,9,8,17,4,11,3,76.5,3,245,0,0
Todd,Marshall,Port Adelaide,1,1,50.0,0,6,6,0,4,2,6,1,1,0,66.7,2,212,3,0
Jed,McEntee,Port Adelaide,0,1,0.0,0,9,2,7,5,4,9,1,1,0,77.8,2,92,5,0
Jackson,Mead,Port Adelaide,0,0,0.0,0,4,3,1,2,2,4,0,0,0,75.0,1,52,2,0
Esava,Ratugolea,Port Adelaide,0,0,0.0,0,8,6,2,4,4,8,1,5,3,87.5,2,183,0,0
Willie,Rioli,Port Adelaide,1,2,33.3,0,13,11,2,5,7,12,5,0,1,46.2,3,209,4,0
Connor,Rozee,Port Adelaide,0,1,0.0,0,15,6,9,9,8,17,4,2,0,53.3,4,26,2,0
Jordon,Sweet,Port Adelaide,0,0,0.0,0,13,8,5,6,7,13,5,2,3,61.5,5,178,2,0
Dylan,Williams,Port Adelaide,0,0,0.0,0,10,8,2,2,7,9,0,3,3,70.0,0,313,0,0
Ollie,Wines,Port Adelaide,0,0,0.0,1,22,6,16,14,8,22,10,4,2,63.6,1,180,5,0
Brandon,Zerk-Thatcher,Port Adelaide,0,0,0.0,0,7,6,1,4,4,8,1,6,3,42.9,2,106,1,0
Taylor,Adams,Sydney Swans,0,1,0.0,0,18,9,9,11,6,17,5,4,2,61.1,5,245,3,0
Joel,Amartey,Sydney Swans,1,1,50.0,0,4,4,0,4,0,4,0,0,0,50.0,2,156,2,0
Nick,Blakey,Sydney Swans,0,0,0.0,0,10,8,2,3,4,7,2,3,4,80.0,1,356,1,0
Harry,Cunningham,Sydney Swans,0,0,0.0,0,8,7,1,5,6,11,8,1,3,62.5,3,168,0,0
Oliver,Florent,Sydney Swans,0,0,0.0,0,15,10,5,8,6,14,1,6,3,66.7,4,357,2,0
Robbie,Fox,Sydney Swans,0,0,0.0,0,8,7,1,1,7,8,2,3,0,100.0,0,152,1,0
Brodie,Grundy,Sydney Swans,0,0,0.0,0,19,7,12,16,4,20,11,5,1,57.9,5,94,6,0
Errol,Gulden,Sydney Swans,1,0,100.0,1,29,23,6,12,15,27,2,6,2,51.7,10,765,6,2
Will,Hayward,Sydney Swans,4,1,80.0,0,16,9,7,11,6,17,7,2,0,81.3,3,225,7,0
Isaac,Heeney,Sydney Swans,1,2,33.3,0,26,14,12,18,11,29,6,3,0,61.5,6,415,7,0
James,Jordon,Sydney Swans,1,1,50.0,1,14,5,9,6,8,14,6,1,0,64.3,3,176,4,0
Jake,Lloyd,Sydney Swans,0,0,0.0,0,19,12,7,5,15,20,0,2,2,63.2,0,346,2,0
Tom,McCartin,Sydney Swans,0,0,0.0,0,5,3,2,2,4,6,0,3,1,60.0,1,87,0,0
Logan,McDonald,Sydney Swans,1,1,50.0,1,11,7,4,3,7,10,0,2,0,63.6,3,134,4,0
Justin,McInerney,Sydney Swans,0,0,0.0,1,18,10,8,6,11,17,1,7,3,83.3,1,315,5,2
Hayden,McLean,Sydney Swans,1,0,100.0,0,9,6,3,6,4,10,4,0,0,44.4,1,184,4,0
Lewis,Melican,Sydney Swans,0,0,0.0,0,9,6,3,4,6,10,2,6,1,77.8,1,184,3,0
Tom,Papley,Sydney Swans,1,1,50.0,1,15,12,3,5,8,13,2,2,0,66.7,4,115,5,0
Dane,Rampe,Sydney Swans,0,0,0.0,0,24,17,7,10,15,25,0,15,5,75.0,4,488,4,0
Matt,Roberts,Sydney Swans,0,0,0.0,0,14,10,4,3,8,11,2,3,2,64.3,4,246,3,0
James,Rowbottom,Sydney Swans,2,0,100.0,1,21,10,11,13,9,22,7,5,1,66.7,3,259,4,0
Chad,Warner,Sydney Swans,1,2,33.3,0,28,15,13,11,18,29,3,1,2,50.0,2,475,8,5
Sam,Wicks,Sydney Swans,0,1,0.0,0,8,6,2,5,2,7,2,2,0,62.5,2,190,3,0
Lachie,Ash,GWS GIANTS,0,0,0.0,0,18,14,4,5,13,18,0,6,6,88.9,2,407,3,1
Toby,Bedford,GWS GIANTS,0,1,0.0,1,8,4,4,2,7,9,2,2,0,50.0,2,139,2,0
Kieren,Briggs,GWS GIANTS,0,0,0.0,1,17,8,9,15,3,18,5,4,1,29.4,7,256,4,0
Callum M.,Brown,GWS GIANTS,2,0,100.0,0,7,3,4,2,5,7,1,0,0,71.4,3,52,5,0
Jack,Buckley,GWS GIANTS,0,0,0.0,0,14,10,4,7,7,14,0,10,4,85.7,2,154,1,0
Aaron,Cadman,GWS GIANTS,2,1,66.7,0,6,4,2,5,2,7,3,1,0,66.7,0,121,4,0
Finn,Callaghan,GWS GIANTS,0,0,0.0,1,23,9,14,13,10,23,11,4,0,65.2,4,268,6,1
Brent,Daniels,GWS GIANTS,2,0,66.7,1,15,12,3,4,8,12,6,0,1,33.3,6,272,3,0
Tom,Green,GWS GIANTS,0,0,0.0,0,3,1,2,2,0,2,0,1,0,33.3,1,38,0,0
Toby,Greene,GWS GIANTS,0,1,0.0,0,17,11,6,8,10,18,3,2,1,41.2,4,323,3,0
Harry,Himmelberg,GWS GIANTS,0,1,0.0,0,20,17,3,7,7,14,2,9,12,75.0,4,568,1,1
Jesse,Hogan,GWS GIANTS,2,1,66.7,0,9,5,4,5,3,8,0,0,0,55.6,0,130,4,0
Connor,Idun,GWS GIANTS,0,0,0.0,0,18,4,14,7,11,18,2,8,4,88.9,1,83,1,0
Darcy,Jones,GWS GIANTS,1,1,50.0,0,14,8,6,4,11,15,1,2,2,64.3,2,212,3,0
Josh,Kelly,GWS GIANTS,0,0,0.0,1,24,17,7,8,15,23,5,2,1,62.5,4,487,5,3
James,Peatling,GWS GIANTS,1,0,100.0,2,24,18,6,10,15,25,8,1,3,58.3,4,642,8,0
Harry,Perryman,GWS GIANTS,0,0,0.0,0,15,9,6,4,11,15,8,3,4,66.7,3,182,3,0
Jake,Riccardi,GWS GIANTS,0,1,0.0,0,10,3,7,2,8,10,1,1,0,70.0,5,122,3,0
Sam,Taylor,GWS GIANTS,0,0,0.0,0,14,8,6,7,8,15,2,11,3,64.3,3,94,0,0
Harvey,Thomas,GWS GIANTS,0,0,0.0,0,10,3,7,5,7,12,2,2,2,90.0,2,140,3,0
Callan,Ward,GWS GIANTS,0,0,0.0,1,22,9,13,17,7,24,6,6,1,63.6,6,300,7,0
Jacob,Wehr,GWS GIANTS,0,0,0.0,0,14,10,4,8,9,17,3,4,1,50.0,4,228,2,0
Lachie,Whitfield,GWS GIANTS,0,0,0.0,0,19,12,7,5,5,10,1,4,6,68.4,4,315,2,0
Jack,Billings,Melbourne,0,0,0.0,1,12,11,1,0,12,12,3,0,1,75.0,3,324,3,0
Kade,Chandler,Melbourne,1,0,50.0,0,6,6,0,1,5,6,5,0,0,66.7,1,160,3,0
Bayley,Fritsch,Melbourne,3,1,75.0,0,12,8,4,5,7,12,0,0,1,75.0,5,257,6,0
Max,Gawn,Melbourne,1,1,50.0,0,16,11,5,12,5,17,1,3,1,56.3,4,232,5,0
Blake,Howes,Melbourne,0,0,0.0,0,9,7,2,3,7,10,3,4,3,77.8,0,73,1,0
Ed,Langdon,Melbourne,1,1,50.0,0,21,15,6,6,15,21,1,4,1,76.2,3,434,7,1
Bailey,Laurie,Melbourne,0,0,0.0,0,1,0,1,0,1,1,0,0,0,100.0,0,-6,0,0
Jake,Lever,Melbourne,0,0,0.0,0,24,18,6,7,14,21,2,12,6,83.3,1,511,7,1
Steven,May,Melbourne,0,0,0.0,1,25,22,3,1,17,18,0,4,9,96.0,2,544,7,0
Tom,McDonald,Melbourne,0,0,0.0,0,12,9,3,6,7,13,0,6,4,100.0,0,250,5,0
Judd,McVee,Melbourne,0,0,0.0,0,21,13,8,6,9,15,1,11,4,90.5,0,170,5,0
Alex,Neal-Bullen,Melbourne,0,1,0.0,0,16,8,8,7,9,16,6,0,1,56.3,5,229,5,0
Clayton,Oliver,Melbourne,0,0,0.0,1,31,15,16,17,14,31,4,9,3,80.6,4,381,8,0
Christian,Petracca,Melbourne,0,2,0.0,2,21,11,10,8,12,20,4,5,0,57.1,3,466,9,0
Harrison,Petty,Melbourne,1,1,50.0,0,13,9,4,8,5,13,2,2,0,53.8,2,236,4,0
Kysaiah,Pickett,Melbourne,2,2,40.0,0,14,11,3,5,9,14,3,0,0,42.9,4,291,6,1
Trent,Rivers,Melbourne,0,0,0.0,1,14,12,2,0,13,13,1,2,1,85.7,2,347,4,0
Tom,Sparrow,Melbourne,0,0,0.0,0,16,14,2,7,11,18,5,3,1,68.8,3,312,4,1
Daniel,Turner,Melbourne,0,0,0.0,0,5,2,3,3,2,5,1,1,0,60.0,1,95,1,0
Jacob,van Rooyen,Melbourne,0,2,0.0,0,7,4,3,4,3,7,0,0,0,57.1,1,87,5,0
Jack,Viney,Melbourne,0,0,0.0,0,19,15,4,10,10,20,6,2,1,63.2,8,444,2,0
Caleb,Windsor,Melbourne,1,2,33.3,1,18,11,7,7,12,19,6,8,1,83.3,2,310,9,0
Taj,Woewodin,Melbourne,0,0,0.0,0,12,9,3,4,8,12,1,3,2,66.7,1,160,3,0
Tom,Atkins,Geelong Cats,0,0,0.0,0,22,8,14,16,8,24,11,7,2,68.2,4,252,5,1
Mark,Blicavs,Geelong Cats,0,0,0.0,0,12,6,6,6,4,10,5,1,1,66.7,5,214,3,1
Jack,Bowes,Geelong Cats,0,1,0.0,0,20,11,9,6,13,19,4,3,1,75.0,2,300,4,0
Tanner,Bruhn,Geelong Cats,0,1,0.0,0,9,5,4,6,2,8,4,1,1,44.4,1,194,3,0
Jeremy,Cameron,Geelong Cats,0,3,0.0,1,15,11,4,3,12,15,0,1,0,46.7,5,321,6,0
Jhye,Clark,Geelong Cats,1,0,100.0,0,14,8,6,10,5,15,3,3,1,64.3,3,293,2,0
Brad,Close,Geelong Cats,1,0,100.0,0,18,9,9,7,12,19,0,1,1,66.7,2,294,5,0
Sam,De Koning,Geelong Cats,0,0,0.0,0,17,5,12,9,8,17,0,8,0,88.2,1,48,2,0
Oliver,Dempsey,Geelong Cats,1,1,50.0,1,14,6,8,6,9,15,0,2,0,85.7,2,273,5,0
Mitch,Duncan,Geelong Cats,0,1,0.0,0,16,13,3,1,14,15,1,0,3,56.3,5,288,3,0
Cameron,Guthrie,Geelong Cats,0,0,0.0,1,15,10,5,5,11,16,1,1,1,73.3,5,280,5,0
Zach,Guthrie,Geelong Cats,1,0,100.0,0,24,16,8,7,14,21,4,11,7,70.8,3,457,3,0
Tom,Hawkins,Geelong Cats,0,1,0.0,0,11,6,5,3,8,11,2,1,0,63.6,3,145,4,0
Jack,Henry,Geelong Cats,0,0,0.0,0,12,9,3,4,8,12,0,5,3,75.0,3,296,1,0
Oliver,Henry,Geelong Cats,3,0,75.0,0,10,6,4,4,5,9,2,1,0,70.0,5,159,3,0
Max,Holmes,Geelong Cats,0,1,0.0,0,31,25,6,7,23,30,2,8,6,61.3,5,696,6,0
Jake,Kolodjashnij,Geelong Cats,0,0,0.0,0,14,9,5,6,8,14,1,5,1,92.9,1,142,1,0
Gryan,Miers,Geelong Cats,0,0,0.0,1,22,14,8,2,20,22,2,2,1,63.6,3,335,8,0
Gary,Rohan,Geelong Cats,0,0,0.0,1,4,3,1,0,4,4,0,0,0,75.0,1,95,2,0
Rhys,Stanley,Geelong Cats,0,0,0.0,0,6,3,3,1,5,6,3,1,1,83.3,3,15,0,0
Tyson,Stengle,Geelong Cats,2,0,66.7,1,13,10,3,5,8,13,2,1,0,53.8,4,286,3,1
Tom,Stewart,Geelong Cats,0,0,0.0,0,21,13,8,6,11,17,3,7,6,85.7,3,411,3,0
Zach,Tuohy,Geelong Cats,0,2,0.0,1,14,13,1,4,10,14,1,6,6,78.6,2,431,7,1
Liam,Baker,Richmond,0,0,0.0,0,18,13,5,5,12,17,4,2,1,66.7,6,278,4,1
Sam,Banks,Richmond,0,0,0.0,0,13,10,3,4,8,12,0,3,1,61.5,3,298,3,0
Shai,Bolton,Richmond,0,1,0.0,0,13,6,7,8,5,13,2,1,0,69.2,4,248,1,2
Nathan,Broad,Richmond,0,1,0.0,0,17,10,7,4,13,17,2,6,4,76.5,4,339,2,0
Tom,Brown,Richmond,0,1,0.0,0,17,12,5,3,13,16,2,3,5,88.2,1,493,3,1
Seth,Campbell,Richmond,0,1,0.0,0,9,3,6,3,6,9,1,2,0,66.7,1,97,3,0
Thomson,Dow,Richmond,0,0,0.0,0,15,6,9,4,10,14,0,2,3,73.3,2,102,3,0
Dylan,Grimes,Richmond,0,0,0.0,0,10,5,5,2,7,9,1,4,0,100.0,3,32,3,0
Mykelti,Lefau,Richmond,2,1,66.7,0,8,6,2,3,6,9,3,0,0,50.0,4,129,4,0
Rhyan,Mansell,Richmond,1,1,50.0,0,8,4,4,5,3,8,2,1,0,75.0,4,46,3,0
Dustin,Martin,Richmond,0,1,0.0,2,23,16,7,3,20,23,2,2,1,60.9,3,362,8,1
Kamdyn,McIntosh,Richmond,1,0,100.0,0,2,1,1,1,2,3,0,0,0,100.0,0,29,1,0
Ben,Miller,Richmond,0,0,0.0,0,11,8,3,5,5,10,1,6,1,100.0,1,187,2,0
Sam,Naismith,Richmond,0,0,0.0,0,6,1,5,2,5,7,1,1,0,100.0,0,0,6,0
Toby,Nankervis,Richmond,0,1,0.0,0,11,5,6,6,4,10,3,3,2,63.6,3,76,3,0
Marlion,Pickett,Richmond,0,0,0.0,1,15,7,8,4,12,16,4,0,0,66.7,5,267,4,2
Hugo,Ralphsmith,Richmond,1,2,33.3,0,14,7,7,4,10,14,2,4,1,78.6,1,264,4,0
Daniel,Rioli,Richmond,0,0,0.0,2,22,9,13,2,20,22,4,1,3,72.7,4,265,7,5
Maurice,Rioli,Richmond,0,0,0.0,0,8,5,3,7,3,10,1,3,1,75.0,6,142,3,1
Jayden,Short,Richmond,0,0,0.0,0,28,22,6,3,20,23,1,2,9,85.7,3,610,4,0
Tyler,Sonsie,Richmond,1,0,100.0,0,18,11,7,6,14,20,0,4,2,83.3,1,331,5,0
Nick,Vlastuin,Richmond,0,0,0.0,0,22,17,5,10,11,21,3,9,5,77.3,4,305,5,0
Tylar,Young,Richmond,0,0,0.0,0,14,7,7,4,10,14,1,6,4,85.7,2,188,2,0
James,Aish,Fremantle,0,0,0.0,0,19,14,5,2,14,16,1,5,3,84.2,2,216,7,0
Jye,Amiss,Fremantle,2,1,50.0,0,12,9,3,4,8,12,3,3,0,75.0,2,165,4,0
Bailey,Banfield,Fremantle,1,0,100.0,0,12,7,5,2,10,12,4,0,0,58.3,1,167,3,0
Andrew,Brayshaw,Fremantle,0,1,0.0,0,31,16,15,7,23,30,7,2,0,64.5,2,393,9,0
Heath,Chapman,Fremantle,0,0,0.0,1,17,10,7,4,13,17,0,2,4,94.1,1,238,3,1
Jordan,Clark,Fremantle,0,0,0.0,0,25,20,5,3,18,21,1,2,6,80.0,3,507,5,2
Sean,Darcy,Fremantle,2,0,100.0,0,10,4,6,2,8,10,2,2,0,90.0,2,191,5,0
Joshua,Draper,Fremantle,0,0,0.0,0,10,6,4,3,6,9,2,3,2,70.0,1,190,2,0
Tom,Emmett,Fremantle,0,1,0.0,0,9,4,5,3,6,9,4,2,0,77.8,1,133,5,0
Michael,Frederick,Fremantle,1,1,50.0,2,15,8,7,3,12,15,4,1,0,80.0,2,249,6,0
Nat,Fyfe,Fremantle,0,0,0.0,0,8,2,6,2,6,8,1,1,0,75.0,0,45,3,0
Luke,Jackson,Fremantle,0,2,0.0,1,15,6,9,9,7,16,4,0,0,86.7,0,57,3,0
Matthew,Johnson,Fremantle,1,1,50.0,1,25,11,14,7,19,26,4,2,1,80.0,5,264,5,1
Jaeger,O'Meara,Fremantle,0,0,0.0,1,20,9,11,13,8,21,4,4,3,85.0,4,237,5,0
Alex,Pearce,Fremantle,0,0,0.0,0,9,6,3,5,4,9,1,7,0,77.8,2,137,3,0
Luke,Ryan,Fremantle,0,0,0.0,0,39,31,8,7,23,30,2,9,9,87.2,2,629,7,1
Caleb,Serong,Fremantle,0,0,0.0,1,38,18,20,12,28,40,5,3,3,71.1,5,603,11,0
Jeremy,Sharp,Fremantle,1,1,50.0,0,18,12,6,3,15,18,0,3,0,83.3,1,313,4,2
Cooper,Simpson,Fremantle,0,0,0.0,0,5,3,2,1,4,5,0,0,0,60.0,1,83,2,1
Josh,Treacy,Fremantle,4,0,66.7,0,10,6,4,4,6,10,4,0,0,80.0,3,177,7,0
Brandon,Walker,Fremantle,0,0,0.0,0,13,13,0,0,13,13,1,3,1,61.5,2,323,3,0
Michael,Walters,Fremantle,1,1,50.0,1,14,12,2,1,13,14,1,1,0,64.3,3,261,4,1
Hayden,Young,Fremantle,2,0,100.0,1,30,11,19,14,16,30,5,4,0,73.3,2,439,11,1
Brandon,Starcevich,Brisbane Lions,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Harris,Andrews,Brisbane Lions,0,0,0.0,0,18,14,4,8,11,19,0,10,4,94.4,2,248,3,0
Noah,Answerth,Brisbane Lions,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Jarrod,Berry,Brisbane Lions,1,0,50.0,0,23,19,4,5,17,22,6,0,3,65.2,7,259,4,0
Charlie,Cameron,Brisbane Lions,1,0,50.0,1,7,5,2,3,6,9,1,2,1,85.7,3,92,4,0
Joe,Daniher,Brisbane Lions,2,2,40.0,0,19,16,3,8,10,18,2,5,1,47.4,6,534,6,0
Josh,Dunkley,Brisbane Lions,1,2,33.3,0,27,19,8,13,13,26,8,6,1,81.5,1,533,10,0
Jaspa,Fletcher,Brisbane Lions,0,0,0.0,0,15,7,8,6,12,18,2,3,1,80.0,3,145,3,0
Darcy,Gardiner,Brisbane Lions,2,0,100.0,0,3,3,0,2,1,3,0,0,0,66.7,0,53,2,0
Eric,Hipwood,Brisbane Lions,0,0,0.0,0,12,10,2,5,7,12,1,1,2,66.7,4,264,5,0
Ryan,Lester,Brisbane Lions,0,0,0.0,0,15,12,3,5,11,16,2,6,2,80.0,2,212,4,0
Kai,Lohmann,Brisbane Lions,1,2,25.0,0,13,8,5,6,8,14,6,2,0,69.2,2,173,3,0
Lincoln,McCarthy,Brisbane Lions,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Hugh,McCluggage,Brisbane Lions,0,1,0.0,0,32,24,8,14,21,35,4,2,2,62.5,7,611,9,2
Oscar,McInerney,Brisbane Lions,0,0,0.0,0,8,6,2,7,1,8,2,1,2,50.0,2,172,5,0
Conor,McKenna,Brisbane Lions,0,0,0.0,0,25,23,2,2,14,16,0,7,7,80.0,2,399,4,0
Logan,Morris,Brisbane Lions,1,3,25.0,0,5,4,1,2,3,5,1,0,0,40.0,0,93,5,0
Lachie,Neale,Brisbane Lions,0,0,0.0,2,34,15,19,13,22,35,8,6,1,73.5,3,312,8,0
Jack,Payne,Brisbane Lions,0,0,0.0,0,9,5,4,6,3,9,2,7,1,88.9,1,-10,1,0
Cam,Rayner,Brisbane Lions,0,1,0.0,0,16,5,11,8,8,16,2,0,1,62.5,5,238,4,0
Bruce,Reville,Brisbane Lions,0,0,0.0,0,13,13,0,2,11,13,0,3,2,69.2,2,492,3,0
Harry,Sharp,Brisbane Lions,1,0,100.0,0,18,11,7,5,12,17,4,2,0,77.8,1,284,6,0
Darcy,Wilmot,Brisbane Lions,0,0,0.0,0,25,15,10,7,15,22,3,7,3,80.0,3,355,4,0
Dayne,Zorko,Brisbane Lions,0,3,0.0,0,40,35,5,5,32,37,5,5,5,72.5,4,852,8,0
Ben,Ainsworth,Gold Coast SUNS,1,0,100.0,0,17,11,6,6,13,19,1,2,1,94.1,5,438,2,2
Noah,Anderson,Gold Coast SUNS,0,0,0.0,0,23,13,10,12,10,22,8,4,4,60.9,6,568,5,1
Mac,Andrew,Gold Coast SUNS,0,0,0.0,0,8,6,2,3,4,7,2,5,1,75.0,2,126,1,0
Rory,Atkins,Gold Coast SUNS,0,1,0.0,0,20,13,7,3,9,12,1,5,5,85.0,1,533,3,0
Charlie,Ballard,Gold Coast SUNS,0,0,0.0,0,12,9,3,4,7,11,2,7,3,83.3,4,140,2,0
Thomas,Berry,Gold Coast SUNS,0,1,0.0,0,10,4,6,5,6,11,2,1,0,60.0,4,181,3,0
Sam,Clohesy,Gold Coast SUNS,0,0,0.0,0,17,14,3,5,10,15,2,5,6,47.1,5,365,1,1
Sam,Collins,Gold Coast SUNS,0,0,0.0,0,13,6,7,10,4,14,2,8,5,76.9,3,183,2,0
Brayden,Fiorini,Gold Coast SUNS,0,0,0.0,0,23,11,12,7,16,23,4,4,1,69.6,4,405,4,0
Sam,Flanders,Gold Coast SUNS,0,0,0.0,0,30,18,12,11,17,28,4,4,8,86.7,5,495,3,1
Will,Graham,Gold Coast SUNS,0,0,0.0,0,9,2,7,2,7,9,8,0,0,66.7,0,18,0,0
Nick,Holman,Gold Coast SUNS,0,0,0.0,1,6,1,5,0,6,6,7,1,0,100.0,2,47,4,0
Ben,King,Gold Coast SUNS,3,0,100.0,0,7,6,1,6,1,7,2,0,0,71.4,3,206,3,0
