player.givenName,player.surname,team.name,goals,behinds,goalAccuracy,goalAssists,disposals,kicks,handballs,contestedPossessions,uncontestedPossessions,totalPossessions,tackles,intercepts,rebound50s,disposalEfficiency,clangers,metresGained,scoreInvolvements,bounces
Josh,Bruce,Western Bulldogs,0,0,0.0,0,3,2,1,4,0,4,2,4,0,100.0,1,115,0,0
Luke,Cleary,Western Bulldogs,0,0,0.0,0,8,5,3,2,7,9,1,2,4,75.0,0,147,0,0
Bailey,Dale,Western Bulldogs,1,0,100.0,0,37,31,6,7,27,34,2,9,11,78.4,9,793,3,0
Caleb,Daniel,Western Bulldogs,0,0,0.0,0,12,5,7,3,11,14,1,2,1,83.3,1,88,4,0
Taylor,Duryea,Western Bulldogs,0,0,0.0,0,13,8,5,2,8,10,4,2,3,92.3,2,240,2,0
Tim,English,Western Bulldogs,2,0,100.0,0,25,14,11,15,14,29,5,2,2,64.0,5,419,7,1
Ryan,Gardner,Western Bulldogs,0,0,0.0,0,7,5,2,3,5,8,0,6,3,42.9,4,107,0,0
Jason,Johannisen,Western Bulldogs,1,0,100.0,1,17,13,4,0,13,13,4,5,5,82.4,3,403,4,1
Alex,Keath,Western Bulldogs,0,0,0.0,0,4,1,3,2,2,4,1,2,1,100.0,0,72,0,0
Tom,Liberatore,Western Bulldogs,0,0,0.0,2,35,12,23,20,17,37,5,4,0,77.1,4,152,10,0
Rory,Lobb,Western Bulldogs,0,2,0.0,0,11,4,7,6,5,11,3,2,0,54.5,2,123,3,0
Jack,Macrae,Western Bulldogs,0,0,0.0,0,32,16,16,16,14,30,6,4,2,71.9,2,380,6,0
Aaron,Naughton,Western Bulldogs,1,1,50.0,0,9,6,3,4,5,9,2,0,0,55.6,2,160,5,0
Caleb,Poulter,Western Bulldogs,0,0,0.0,1,11,5,6,3,8,11,5,1,0,63.6,2,127,5,0
Anthony,Scott,Western Bulldogs,0,2,0.0,0,20,11,9,8,11,19,6,2,0,65.0,1,310,4,0
Bailey,Smith,Western Bulldogs,1,0,100.0,0,22,6,16,3,18,21,1,0,0,81.8,2,117,4,0
Adam,Treloar,Western Bulldogs,2,0,100.0,0,34,20,14,15,17,32,7,6,4,76.5,4,594,9,0
Jamarra,Ugle-Hagan,Western Bulldogs,0,1,0.0,0,8,6,2,2,6,8,0,0,0,62.5,2,115,5,0
Laitham,Vandermeer,Western Bulldogs,0,2,0.0,1,15,8,7,4,11,15,1,1,0,46.7,3,271,6,0
Cody,Weightman,Western Bulldogs,1,2,25.0,0,9,8,1,4,6,10,2,1,0,44.4,1,214,3,0
Rhylee,West,Western Bulldogs,1,1,50.0,1,11,3,8,5,6,11,5,1,0,54.5,1,133,4,0
Bailey,Williams,Western Bulldogs,0,0,0.0,0,14,11,3,6,8,14,2,5,7,78.6,1,367,0,0
Ryan,Angwin,GWS GIANTS,0,0,0.0,0,12,4,8,5,7,12,3,5,0,100.0,0,75,2,0
Lachie,Ash,GWS GIANTS,0,0,0.0,0,30,18,12,4,23,27,1,3,7,76.7,4,520,6,6
Toby,Bedford,GWS GIANTS,0,1,0.0,1,15,5,10,5,11,16,9,0,1,66.7,1,240,8,0
